"","duration","sdate","sstation","edate","estation","bikeno","client"
"619280","0h 9m 31s",2014-12-21 23:55:00,"17th & Corcoran St NW",2014-12-22 00:05:00,"14th & Harvard St NW","W00574","Registered"
"337911","0h 4m 14s",2014-11-05 17:18:00,"New York Ave & 15th St NW",2014-11-05 17:22:00,"17th & K St NW / Farragut Square","W20329","Registered"
"616953","0h 7m 21s",2014-12-21 12:44:00,"Convention Center / 7th & M St NW",2014-12-21 12:51:00,"17th & Rhode Island Ave NW","W20337","Registered"
"9379","0h 10m 1s",2014-10-01 20:14:00,"Smithsonian / Jefferson Dr & 12th St SW",2014-10-01 20:24:00,"5th & K St NW","W00639","Registered"
"275444","0h 10m 18s",2014-10-29 11:29:00,"North Capitol St & G Pl NE",2014-10-29 11:40:00,"4th & W St NE","W21437","Registered"
"276076","0h 4m 34s",2014-10-29 12:58:00,"18th St & Pennsylvania Ave NW",2014-10-29 13:03:00,"18th St & Pennsylvania Ave NW","W20319","Registered"
"81835","0h 6m 44s",2014-10-08 17:40:00,"Smithsonian / Jefferson Dr & 12th St SW",2014-10-08 17:46:00,"Washington & Independence Ave SW/HHS","W21643","Registered"
"166575","0h 18m 47s",2014-10-17 23:10:00,"Lincoln Memorial",2014-10-17 23:29:00,"14th & Rhode Island Ave NW","W21172","Registered"
"124027","0h 7m 44s",2014-10-13 16:22:00,"Washington & Independence Ave SW/HHS",2014-10-13 16:30:00,"Maryland & Independence Ave SW","W00191","Casual"
"570925","0h 13m 21s",2014-12-13 15:53:00,"Kennedy Center",2014-12-13 16:06:00,"34th & Water St NW","W21565","Casual"
"123377","0h 10m 51s",2014-10-13 14:46:00,"Adams Mill & Columbia Rd NW",2014-10-13 14:56:00,"21st & I St NW","W00502","Registered"
"159778","0h 9m 15s",2014-10-17 13:53:00,"20th & O St NW / Dupont South",2014-10-17 14:02:00,"Georgetown Harbor / 30th St NW","W20070","Registered"
"223269","0h 24m 31s",2014-10-24 16:11:00,"6th St & Indiana Ave NW",2014-10-24 16:36:00,"New Hampshire Ave & 24th St NW","W00213","Casual"
"464424","0h 4m 33s",2014-11-23 12:14:00,"Norfolk & Rugby Ave",2014-11-23 12:19:00,"Bethesda Metro","W01120","Registered"
"461448","0h 6m 27s",2014-11-22 17:45:00,"New Hampshire Ave & T St NW",2014-11-22 17:51:00,"14th & Harvard St NW","W00796","Registered"
"233610","0h 32m 40s",2014-10-25 14:47:00,"Prince St & Union St",2014-10-25 15:20:00,"Commerce St & Fayette St","W01313","Registered"
"45844","0h 18m 22s",2014-10-05 10:36:00,"39th & Calvert St NW / Stoddert",2014-10-05 10:54:00,"14th & Harvard St NW","W21347","Registered"
"316496","0h 18m 58s",2014-11-03 13:03:00,"Park Rd & Holmead Pl NW",2014-11-03 13:22:00,"13th St & New York Ave NW","W00655","Registered"
"390425","0h 12m 46s",2014-11-11 18:41:00,"17th & Corcoran St NW",2014-11-11 18:53:00,"14th & Harvard St NW","W20898","Registered"
"99631","0h 14m 7s",2014-10-10 09:27:00,"5th St & Massachusetts Ave NW",2014-10-10 09:41:00,"Eastern Market / 7th & North Carolina Ave SE","W01500","Registered"
"551452","0h 2m 42s",2014-12-10 16:54:00,"12th & Army Navy Dr",2014-12-10 16:57:00,"15th & Crystal Dr","W21545","Registered"
"286040","0h 15m 45s",2014-10-30 14:38:00,"3rd & H St NW",2014-10-30 14:54:00,"17th & Rhode Island Ave NW","W00119","Registered"
"611084","0h 13m 27s",2014-12-19 19:20:00,"17th & K St NW / Farragut Square",2014-12-19 19:33:00,"3rd & H St NW","W00671","Registered"
"640546","0h 2m 55s",2014-12-29 11:19:00,"8th & H St NW",2014-12-29 11:21:00,"Metro Center / 12th & G St NW","W21573","Registered"
"430100","0h 4m 6s",2014-11-17 18:06:00,"Convention Center / 7th & M St NW",2014-11-17 18:10:00,"12th & L St NW","W00317","Registered"
"279380","0h 12m 56s",2014-10-29 18:47:00,"Park Rd & Holmead Pl NW",2014-10-29 19:00:00,"New Hampshire Ave & T St NW","W20468","Registered"
"430684","0h 7m 0s",2014-11-17 19:02:00,"17th & Corcoran St NW",2014-11-17 19:09:00,"7th & T St NW","W00474","Registered"
"115808","0h 10m 12s",2014-10-12 14:19:00,"Massachusetts Ave & Dupont Circle NW",2014-10-12 14:30:00,"Wisconsin Ave & O St NW","W21197","Registered"
"300843","0h 11m 2s",2014-10-31 21:52:00,"3rd & D St SE",2014-10-31 22:03:00,"13th & H St NE","W00079","Registered"
"609066","0h 4m 40s",2014-12-19 15:03:00,"Constitution Ave & 2nd St NW/DOL",2014-12-19 15:08:00,"Columbus Circle / Union Station","W20432","Registered"
"127484","0h 7m 11s",2014-10-14 05:24:00,"7th & R St NW / Shaw Library",2014-10-14 05:31:00,"8th & H St NW","W01271","Registered"
"38267","0h 47m 53s",2014-10-04 14:05:00,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",2014-10-04 14:52:00,"14th & G St NW","W20153","Casual"
"128653","0h 13m 32s",2014-10-14 08:02:00,"14th & V St NW",2014-10-14 08:15:00,"19th & L St NW","W01479","Registered"
"159884","0h 6m 8s",2014-10-17 14:03:00,"14th & V St NW",2014-10-17 14:09:00,"14th & Harvard St NW","W00535","Registered"
"632405","0h 27m 39s",2014-12-27 10:51:00,"9th & Upshur St NW",2014-12-27 11:18:00,"East West Hwy & Blair Mill Rd","W00364","Registered"
"641256","0h 2m 22s",2014-12-29 13:36:00,"14th & R St NW",2014-12-29 13:38:00,"14th & V St NW","W21306","Registered"
"253089","0h 4m 21s",2014-10-27 12:20:00,"New York Ave & 15th St NW",2014-10-27 12:24:00,"Metro Center / 12th & G St NW","W21165","Registered"
"506671","0h 4m 19s",2014-12-01 21:22:00,"7th & R St NW / Shaw Library",2014-12-01 21:26:00,"14th & Rhode Island Ave NW","W21569","Registered"
"253811","0h 10m 31s",2014-10-27 13:38:00,"14th & G St NW",2014-10-27 13:48:00,"20th & L St NW","W20356","Casual"
"177971","0h 3m 33s",2014-10-19 01:17:00,"8th & F St NE",2014-10-19 01:20:00,"13th & D St NE","W21673","Registered"
"634596","2h 5m 30s",2014-12-27 15:56:00,"17th & K St NW / Farragut Square",2014-12-27 18:01:00,"14th & G St NW","W21209","Casual"
"119373","0h 5m 46s",2014-10-12 18:55:00,"Smithsonian / Jefferson Dr & 12th St SW",2014-10-12 19:01:00,"6th & Water St SW / SW Waterfront","W21639","Registered"
"507097","0h 8m 9s",2014-12-02 06:44:00,"14th & V St NW",2014-12-02 06:52:00,"17th & K St NW","W21391","Registered"
"556344","0h 3m 37s",2014-12-11 10:18:00,"12th & L St NW",2014-12-11 10:21:00,"8th & H St NW","W00616","Registered"
"427185","0h 17m 28s",2014-11-16 19:39:00,"19th St & Pennsylvania Ave NW",2014-11-16 19:57:00,"14th & V St NW","W20658","Casual"
"299929","0h 2m 48s",2014-10-31 19:06:00,"N Veitch  & 20th St N",2014-10-31 19:09:00,"Wilson Blvd & N Uhle St","W00090","Registered"
"72406","0h 4m 11s",2014-10-07 18:14:00,"Crystal City Metro / 18th & Bell St",2014-10-07 18:18:00,"27th & Crystal Dr","W21593","Registered"
"201901","0h 4m 23s",2014-10-21 18:19:00,"New Hampshire Ave & T St NW",2014-10-21 18:23:00,"Massachusetts Ave & Dupont Circle NW","W00155","Registered"
"611592","0h 2m 50s",2014-12-19 22:01:00,"3rd & H St NE",2014-12-19 22:04:00,"6th & H St NE","W20595","Registered"
"396249","0h 5m 59s",2014-11-12 10:35:00,"Court House Metro / 15th & N Uhle St ",2014-11-12 10:41:00,"Fairfax Dr & Kenmore St","W21665","Registered"
"596672","0h 8m 26s",2014-12-17 16:56:00,"15th & K St NW",2014-12-17 17:04:00,"North Capitol St & F St NW","W00434","Registered"
"608935","0h 8m 19s",2014-12-19 14:33:00,"Lincoln Memorial",2014-12-19 14:42:00,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01300","Casual"
"386063","0h 2m 45s",2014-11-11 13:21:00,"Iwo Jima Memorial/N Meade & 14th St N",2014-11-11 13:24:00,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W01194","Registered"
"194664","0h 2m 58s",2014-10-20 20:25:00,"8th & H St NW",2014-10-20 20:27:00,"6th St & Indiana Ave NW","W20608","Registered"
"615552","0h 8m 57s",2014-12-20 22:31:00,"17th & Corcoran St NW",2014-12-20 22:40:00,"7th & R St NW / Shaw Library","W00147","Registered"
"243288","1h 41m 46s",2014-10-26 12:59:00,"23rd & Crystal Dr",2014-10-26 14:40:00,"Rolfe St & 9th St S","W00203","Casual"
"261915","0h 5m 43s",2014-10-28 08:20:00,"Connecticut & Nebraska Ave NW",2014-10-28 08:25:00,"Van Ness Metro / UDC","W00103","Registered"
"582213","0h 3m 41s",2014-12-15 15:07:00,"3rd & G St SE",2014-12-15 15:11:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W21329","Registered"
"132225","0h 4m 57s",2014-10-14 14:47:00,"Independence Ave & L'Enfant Plaza SW/DOE",2014-10-14 14:52:00,"6th St & Indiana Ave NW","W00949","Registered"
"381657","1h 7m 48s",2014-11-10 21:46:00,"34th St & Wisconsin Ave NW",2014-11-10 22:54:00,"34th St & Wisconsin Ave NW","W00836","Casual"
"407785","0h 11m 34s",2014-11-13 17:20:00,"17th & G St NW",2014-11-13 17:31:00,"3rd & H St NW","W01424","Registered"
"552325","0h 3m 32s",2014-12-10 18:03:00,"27th & Crystal Dr",2014-12-10 18:07:00,"23rd & Crystal Dr","W21337","Registered"
"382474","0h 6m 8s",2014-11-11 07:29:00,"4th & E St SW",2014-11-11 07:35:00,"L'Enfant Plaza / 7th & C St SW","W01345","Registered"
"77743","0h 5m 41s",2014-10-08 10:36:00,"Metro Center / 12th & G St NW",2014-10-08 10:41:00,"11th & M St NW","W01148","Registered"
"430603","0h 3m 20s",2014-11-17 18:52:00,"Columbus Circle / Union Station",2014-11-17 18:55:00,"8th & F St NE","W01080","Registered"
"11285","0h 11m 0s",2014-10-02 07:13:00,"Georgia Ave and Fairmont St NW",2014-10-02 07:24:00,"11th & K St NW","W21624","Registered"
"286120","0h 21m 16s",2014-10-30 14:49:00,"Lamont & Mt Pleasant NW",2014-10-30 15:10:00,"Lamont & Mt Pleasant NW","W20491","Registered"
"523075","0h 2m 33s",2014-12-04 20:03:00,"Clarendon Blvd & N Fillmore St",2014-12-04 20:05:00,"Wilson Blvd & Franklin Rd","W20876","Registered"
"237577","0h 10m 43s",2014-10-25 18:59:00,"Wilson Blvd & Franklin Rd",2014-10-25 19:10:00,"N Quincy St & Wilson Blvd","W00029","Registered"
"71343","0h 25m 10s",2014-10-07 17:31:00,"7th & F St NW / National Portrait Gallery",2014-10-07 17:56:00,"7th & F St NW / National Portrait Gallery","W20814","Casual"
"556538","0h 4m 2s",2014-12-11 11:22:00,"24th & N St NW",2014-12-11 11:26:00,"Massachusetts Ave & Dupont Circle NW","W01016","Registered"
"576047","0h 8m 0s",2014-12-14 15:18:00,"14th & V St NW",2014-12-14 15:26:00,"12th & L St NW","W20961","Registered"
"520842","0h 1m 36s",2014-12-04 16:47:00,"14th & Rhode Island Ave NW",2014-12-04 16:49:00,"Thomas Circle","W20014","Registered"
"537812","0h 14m 9s",2014-12-07 21:38:00,"13th & D St NE",2014-12-07 21:52:00,"Convention Center / 7th & M St NW","W00255","Registered"
"197667","0h 5m 59s",2014-10-21 08:50:00,"North Capitol St & F St NW",2014-10-21 08:56:00,"MLK Library/9th & G St NW","W21247","Registered"
"495233","0h 11m 5s",2014-11-29 21:17:00,"11th & Kenyon St NW",2014-11-29 21:28:00,"1st & Rhode Island Ave NW","W20033","Registered"
"473267","0h 0m 6s",2014-11-24 16:16:00,"New York Ave & 15th St NW",2014-11-24 16:16:00,"New York Ave & 15th St NW","W20491","Registered"
"317415","0h 10m 32s",2014-11-03 15:37:00,"13th & H St NE",2014-11-03 15:48:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01048","Registered"
"412418","0h 3m 42s",2014-11-14 11:54:00,"15th & F St NE",2014-11-14 11:58:00,"13th & H St NE","W01463","Registered"
"149613","0h 40m 59s",2014-10-16 16:19:00,"34th St & Wisconsin Ave NW",2014-10-16 17:00:00,"34th & Water St NW","W21044","Casual"
"477610","0h 9m 11s",2014-11-24 23:37:00,"New York Ave & 15th St NW",2014-11-24 23:46:00,"10th & U St NW","W21060","Registered"
"114819","0h 7m 6s",2014-10-12 13:11:00,"15th & P St NW",2014-10-12 13:18:00,"19th & L St NW","W00009","Registered"
"398246","0h 18m 6s",2014-11-12 15:55:00,"Eckington Pl & Q St NE",2014-11-12 16:13:00,"Calvert St & Woodley Pl NW","W21364","Registered"
"501548","0h 6m 19s",2014-12-01 08:04:00,"Mount Vernon Ave & E Del Ray Ave",2014-12-01 08:10:00,"Braddock Rd Metro","W00208","Registered"
"395222","0h 3m 59s",2014-11-12 08:42:00,"15th & N Scott St",2014-11-12 08:46:00,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W20245","Registered"
"444479","0h 2m 49s",2014-11-20 08:16:00,"New Jersey Ave & R St NW",2014-11-20 08:19:00,"7th & R St NW / Shaw Library","W00868","Registered"
"102760","0h 10m 12s",2014-10-10 17:16:00,"4th & E St SW",2014-10-10 17:26:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20721","Registered"
"484141","0h 8m 56s",2014-11-25 18:21:00,"New York Ave & 15th St NW",2014-11-25 18:30:00,"8th & F St NW / National Portrait Gallery","W00338","Registered"
"155461","0h 14m 48s",2014-10-17 07:35:00,"14th & Rhode Island Ave NW",2014-10-17 07:50:00,"Maryland & Independence Ave SW","W21578","Registered"
"437958","0h 10m 36s",2014-11-19 07:46:00,"5th & K St NW",2014-11-19 07:56:00,"19th & K St NW","W21447","Registered"
"26067","0h 14m 3s",2014-10-03 11:04:00,"12th & U St NW",2014-10-03 11:18:00,"11th & F St NW","W21533","Registered"
"565628","0h 4m 38s",2014-12-12 17:55:00,"18th & M St NW",2014-12-12 18:00:00,"14th & Rhode Island Ave NW","W00125","Registered"
"262847","0h 14m 42s",2014-10-28 09:07:00,"3rd & H St NW",2014-10-28 09:22:00,"25th St & Pennsylvania Ave NW","W20741","Registered"
"51650","0h 25m 8s",2014-10-05 17:27:00,"N Veitch  & 20th St N",2014-10-05 17:52:00,"George Mason Dr & Wilson Blvd","W00533","Registered"
"19226","0h 27m 17s",2014-10-02 18:21:00,"3rd & H St NE",2014-10-02 18:48:00,"John McCormack Dr & Michigan Ave NE","W20538","Registered"
"88244","0h 9m 48s",2014-10-09 09:01:00,"7th & F St NW / National Portrait Gallery",2014-10-09 09:11:00,"4th & E St SW","W00872","Registered"
"358398","0h 41m 1s",2014-11-08 10:46:00,"Bethesda Metro",2014-11-08 11:27:00,"Calvert St & Woodley Pl NW","W21225","Registered"
"533507","0h 12m 50s",2014-12-07 10:31:00,"14th & D St NW / Ronald Reagan Building",2014-12-07 10:44:00,"New Hampshire Ave & 24th St NW","W00856","Registered"
"583932","0h 11m 56s",2014-12-15 17:59:00,"11th & Kenyon St NW",2014-12-15 18:11:00,"10th & E St NW","W20115","Registered"
"71049","0h 6m 27s",2014-10-07 17:18:00,"11th & M St NW",2014-10-07 17:24:00,"17th & Rhode Island Ave NW","W20151","Registered"
"80367","0h 24m 25s",2014-10-08 16:25:00,"1st & K St SE",2014-10-08 16:49:00,"20th & O St NW / Dupont South","W20162","Registered"
"563640","0h 8m 5s",2014-12-12 13:32:00,"18th St & Wyoming Ave NW",2014-12-12 13:40:00,"19th & L St NW","W00508","Registered"
"306793","0h 11m 29s",2014-11-01 20:27:00,"Jefferson Dr & 14th St SW",2014-11-01 20:39:00,"Lincoln Memorial","W00653","Casual"
"34536","0h 20m 53s",2014-10-04 09:40:00,"Jefferson Dr & 14th St SW",2014-10-04 10:01:00,"Smithsonian / Jefferson Dr & 12th St SW","W00337","Casual"
"8661","0h 23m 17s",2014-10-01 19:19:00,"14th St & Spring Rd NW",2014-10-01 19:42:00,"Massachusetts Ave & Dupont Circle NW","W00231","Registered"
"589343","0h 3m 41s",2014-12-16 16:11:00,"8th & H St NW",2014-12-16 16:15:00,"North Capitol St & F St NW","W21617","Registered"
"253027","0h 30m 45s",2014-10-27 12:12:00,"Hains Point/Buckeye & Ohio Dr SW",2014-10-27 12:43:00,"Hains Point/Buckeye & Ohio Dr SW","W21494","Casual"
"492449","0h 11m 14s",2014-11-29 11:09:00,"Mount Vernon Ave & E Nelson Ave",2014-11-29 11:20:00,"Market Square / King St & Royal St","W00855","Registered"
"21642","0h 33m 15s",2014-10-02 21:20:00,"Bladensburg Rd & Benning Rd NE",2014-10-02 21:53:00,"Adams Mill & Columbia Rd NW","W21078","Registered"
"516298","0h 10m 29s",2014-12-03 22:07:00,"14th & D St NW / Ronald Reagan Building",2014-12-03 22:17:00,"4th & East Capitol St NE","W00755","Registered"
"18184","0h 15m 54s",2014-10-02 17:38:00,"13th St & New York Ave NW",2014-10-02 17:54:00,"Adams Mill & Columbia Rd NW","W00144","Registered"
"126508","0h 8m 38s",2014-10-13 20:06:00,"19th & K St NW",2014-10-13 20:14:00,"5th & K St NW","W21647","Registered"
"231003","0h 34m 27s",2014-10-25 12:14:00,"5th & F St NW",2014-10-25 12:48:00,"Smithsonian / Jefferson Dr & 12th St SW","W20807","Casual"
"355634","0h 11m 59s",2014-11-07 18:43:00,"Convention Center / 7th & M St NW",2014-11-07 18:55:00,"New Hampshire Ave & T St NW","W21594","Registered"
"306667","0h 4m 41s",2014-11-01 19:57:00,"20th & O St NW / Dupont South",2014-11-01 20:02:00,"25th St & Pennsylvania Ave NW","W00204","Registered"
"125666","0h 5m 56s",2014-10-13 18:38:00,"Columbus Circle / Union Station",2014-10-13 18:44:00,"11th & H St NE","W01323","Registered"
"435489","0h 3m 45s",2014-11-18 17:19:00,"1st & H St NW",2014-11-18 17:23:00,"1st & M St NE","W00890","Registered"
"115001","0h 11m 23s",2014-10-12 13:25:00,"Pentagon City Metro / 12th & S Hayes St",2014-10-12 13:36:00,"Long Bridge Park/Long Bridge Dr & 6th St S","W00452","Casual"
"496176","0h 10m 32s",2014-11-30 10:35:00,"Anacostia Metro",2014-11-30 10:46:00,"4th & M St SW","W00783","Registered"
"621031","0h 25m 17s",2014-12-22 11:15:00,"Jefferson Dr & 14th St SW",2014-12-22 11:41:00,"US Dept of State / Virginia Ave & 21st St NW","W21492","Casual"
"16854","0h 12m 17s",2014-10-02 16:34:00,"3rd St & Pennsylvania Ave SE",2014-10-02 16:46:00,"1st & M St NE","W20788","Registered"
"515181","0h 4m 52s",2014-12-03 19:08:00,"7th & R St NW / Shaw Library",2014-12-03 19:13:00,"1st & Rhode Island Ave NW","W20297","Registered"
"83365","0h 11m 38s",2014-10-08 18:49:00,"4th & East Capitol St NE",2014-10-08 19:01:00,"D St & Maryland Ave NE","W01027","Registered"
"630046","0h 16m 36s",2014-12-26 13:33:00,"Union Market/6th St & Neal Pl NE",2014-12-26 13:50:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W21275","Casual"
"15798","0h 15m 50s",2014-10-02 14:46:00,"Columbia Rd & Georgia Ave NW",2014-10-02 15:02:00,"14th & G St NW","W01470","Registered"
"546510","0h 7m 1s",2014-12-09 19:16:00,"14th & D St NW / Ronald Reagan Building",2014-12-09 19:23:00,"North Capitol St & F St NW","W01134","Registered"
"165793","0h 7m 6s",2014-10-17 20:49:00,"18th St & Wyoming Ave NW",2014-10-17 20:56:00,"Massachusetts Ave & Dupont Circle NW","W01129","Registered"
"34052","0h 1m 35s",2014-10-04 08:19:00,"15th & East Capitol St NE",2014-10-04 08:21:00,"15th St & Massachusetts Ave SE","W01320","Registered"
"29668","0h 12m 35s",2014-10-03 16:52:00,"Independence Ave & L'Enfant Plaza SW/DOE",2014-10-03 17:04:00,"Columbus Circle / Union Station","W21348","Registered"
"627785","0h 11m 26s",2014-12-25 13:18:00,"15th & K St NW",2014-12-25 13:29:00,"14th & V St NW","W01255","Registered"
"536511","0h 0m 8s",2014-12-07 16:36:00,"Smithsonian / Jefferson Dr & 12th St SW",2014-12-07 16:36:00,"Smithsonian / Jefferson Dr & 12th St SW","W20794","Registered"
"463326","0h 4m 14s",2014-11-23 09:46:00,"8th & D St NW",2014-11-23 09:51:00,"5th & K St NW","W00959","Registered"
"231635","0h 6m 26s",2014-10-25 12:53:00,"14th & V St NW",2014-10-25 12:59:00,"15th & Euclid St  NW","W20450","Registered"
"98074","0h 3m 29s",2014-10-10 07:50:00,"Adams Mill & Columbia Rd NW",2014-10-10 07:54:00,"Calvert St & Woodley Pl NW","W21425","Registered"
"159242","0h 30m 48s",2014-10-17 13:05:00,"12th & Irving St NE",2014-10-17 13:36:00,"15th & L St NW","W00079","Registered"
"182575","2h 25m 22s",2014-10-19 15:25:00,"Bethesda Ave & Arlington Rd",2014-10-19 17:51:00,"Bethesda Ave & Arlington Rd","W20462","Casual"
"293353","0h 6m 23s",2014-10-31 08:43:00,"4th & East Capitol St NE",2014-10-31 08:49:00,"M St & New Jersey Ave SE","W20900","Registered"
"630179","0h 6m 41s",2014-12-26 13:57:00,"13th St & New York Ave NW",2014-12-26 14:03:00,"6th St & Indiana Ave NW","W00818","Registered"
"373398","0h 9m 52s",2014-11-10 07:41:00,"15th St & Massachusetts Ave SE",2014-11-10 07:51:00,"3rd & Tingey St SE","W21365","Registered"
"526876","0h 10m 46s",2014-12-05 13:59:00,"17th & K St NW / Farragut Square",2014-12-05 14:09:00,"North Capitol St & G Pl NE","W21881","Registered"
"199848","0h 7m 17s",2014-10-21 14:05:00,"17th & G St NW",2014-10-21 14:12:00,"23rd & E St NW ","W01124","Registered"
"216887","0h 14m 22s",2014-10-23 21:56:00,"3rd & H St NW",2014-10-23 22:11:00,"10th & U St NW","W00897","Registered"
"506270","0h 7m 59s",2014-12-01 19:20:00,"3rd & H St NE",2014-12-01 19:27:00,"5th & K St NW","W00329","Registered"
"588558","0h 10m 19s",2014-12-16 09:35:00,"10th & Florida Ave NW",2014-12-16 09:45:00,"11th & K St NW","W21403","Registered"
"90087","0h 2m 52s",2014-10-09 13:04:00,"North Capitol St & G Pl NE",2014-10-09 13:06:00,"1st & H St NW","W01236","Registered"
"90071","0h 22m 21s",2014-10-09 13:02:00,"17th & G St NW",2014-10-09 13:25:00,"Convention Center / 7th & M St NW","W20803","Casual"
"82340","0h 13m 56s",2014-10-08 18:01:00,"5th & K St NW",2014-10-08 18:15:00,"New Hampshire Ave & T St NW","W00884","Registered"
"342064","0h 12m 12s",2014-11-06 08:51:00,"Lamont & Mt Pleasant NW",2014-11-06 09:03:00,"20th & O St NW / Dupont South","W00950","Registered"
"1771","0h 8m 18s",2014-10-01 08:48:00,"Convention Center / 7th & M St NW",2014-10-01 08:56:00,"1st & M St NE","W00181","Registered"
